Depth,K
m,%
929.72,0.728761
929.82,0.697697
929.92,0.697499
930.02,0.743714
930.12,0.858481
930.22,1.0777
930.32,1.42575
930.42,1.89116
930.52,2.42909
930.62,2.96066
930.72,3.39002
930.82,3.63998
930.92,3.69201
931.02,3.60984
931.12,3.50907
931.22,3.48956
931.32,3.57656
931.42,3.71803
931.52,3.83752
931.62,3.87599
931.72,3.79524
931.82,3.58735
931.92,3.25911
932.02,2.83588
932.12,2.34548
932.22,1.83751
932.32,1.37888
932.42,1.02784
932.52,0.807291
932.62,0.701123
932.72,0.670747
932.82,0.693177
932.92,0.755181
933.02,0.83919
933.12,0.920285
933.22,0.977926
933.32,1.0036
933.42,0.993829
933.52,0.964803
933.62,0.942816
933.72,0.945466
933.82,0.973962
933.92,1.02364
934.02,1.08379
934.12,1.14632
934.22,1.19959
934.32,1.23655
934.42,1.25075
934.52,1.24544
934.62,1.22397
934.72,1.18425
934.82,1.13081
934.92,1.07512
935.02,1.02739
935.12,0.994567
935.22,0.975717
935.32,0.966633
935.42,0.960744
935.52,0.949259
935.62,0.923687
935.72,0.872629
935.82,0.796261
935.92,0.712015
936.02,0.646033
936.12,0.615778
936.22,0.626193
936.32,0.667417
936.42,0.715947
936.52,0.751449
936.62,0.769692
936.72,0.779564
936.82,0.794861
936.92,0.815873
937.02,0.823391
937.12,0.794447
937.22,0.728332
937.32,0.634428
937.42,0.522488
937.52,0.410999
937.62,0.328099
937.72,0.292672
937.82,0.305576
937.92,0.357611
938.02,0.43924
938.12,0.534743
938.22,0.626033
938.32,0.692241
938.42,0.722218
938.52,0.718336
938.62,0.686785
938.72,0.637856
938.82,0.592157
938.92,0.575267
939.02,0.601906
939.12,0.667169
939.22,0.751148
939.32,0.835575
939.42,0.921863
939.52,1.03412
939.62,1.20992
939.72,1.47434
939.82,1.80585
939.92,2.13639
940.02,2.38209
940.12,2.4878
940.22,2.45097
940.32,2.32057
940.42,2.17455
940.52,2.07337
940.62,2.03322
940.72,2.0281
940.82,2.01475
940.92,1.97177
941.02,1.91505
941.12,1.88692
941.22,1.92458
941.32,2.04169
941.42,2.22403
941.52,2.42511
941.62,2.59574
941.72,2.70129
941.82,2.72798
941.92,2.67567
942.02,2.55373
942.12,2.3845
942.22,2.20279
942.32,2.05681
942.42,1.98739
942.52,2.00874
942.62,2.11851
942.72,2.29046
942.82,2.49021
942.92,2.69774
943.02,2.89855
943.12,3.0839
943.22,3.23276
943.32,3.32348
943.42,3.34193
943.52,3.2868
943.62,3.16267
943.72,2.96737
943.82,2.69404
943.92,2.35602
944.02,1.99027
944.12,1.65345
944.22,1.40756
944.32,1.30183
944.42,1.33666
944.52,1.4464
944.62,1.55003
944.72,1.59286
944.82,1.57083
944.92,1.51478
945.02,1.45717
945.12,1.40814
945.22,1.35435
945.32,1.2738
945.42,1.15001
945.52,0.987143
945.62,0.815274
945.72,0.663351
945.82,0.544442
945.92,0.455733
946.02,0.386658
946.12,0.333589
946.22,0.291784
946.32,0.269044
946.42,0.283945
946.52,0.341881
946.62,0.429963
946.72,0.530951
946.82,0.625374
946.92,0.692739
947.02,0.715974
947.12,0.694559
947.22,0.638775
947.32,0.566361
947.42,0.49487
947.52,0.433946
947.62,0.395746
947.72,0.395117
947.82,0.434946
947.92,0.515217
948.02,0.627922
948.12,0.75572
948.22,0.871207
948.32,0.946372
948.42,0.967287
948.52,0.934379
948.62,0.861163
948.72,0.770031
948.82,0.677259
948.92,0.590641
949.02,0.509463
949.12,0.431078
949.22,0.363358
949.32,0.317397
949.42,0.298959
949.52,0.304512
949.62,0.328714
949.72,0.358404
949.82,0.377446
949.92,0.380923
950.02,0.374154
950.12,0.365362
950.22,0.362721
950.32,0.370395
950.42,0.383441
950.52,0.392126
950.62,0.388242
950.72,-999.25
950.82,-999.25
950.92,-999.25
951.02,0.237386
951.12,0.225564
951.22,0.234803
951.32,0.257916
951.42,0.28901
951.52,0.323331
951.62,0.355158
951.72,0.376935
951.82,0.378844
951.92,0.352099
952.02,0.29543
952.12,0.21915
952.22,0.140889
952.32,0.0770274
952.42,0.0358087
952.52,0.0176346
952.62,0.0157282
952.72,0.0225447
952.82,0.0275232
952.92,0.0251336
953.02,0.0160591
953.12,0.00639289
953.22,-999.25
953.32,-999.25
953.42,-999.25
953.52,0.00128867
953.62,0.00698071
953.72,0.0129668
953.82,0.0192943
953.92,0.0265314
954.02,0.0317038
954.12,0.0353226
954.22,0.0478523
954.32,0.0790811
954.42,0.127306
954.52,0.176186
954.62,0.206428
954.72,0.205443
954.82,0.177444
954.92,0.143655
955.02,0.132276
955.12,0.164143
955.22,0.237853
955.32,0.321812
955.42,0.38069
955.52,0.397625
955.62,0.375709
955.72,0.328628
955.82,0.27819
955.92,0.24559
956.02,0.243886
956.12,0.276161
956.22,0.332921
956.32,0.397029
956.42,0.451842
956.52,0.480172
956.62,0.471758
956.72,0.428505
956.82,0.368591
956.92,0.310487
957.02,0.265411
957.12,0.235667
957.22,0.216095
957.32,0.198847
957.42,0.17665
957.52,0.143228
957.62,0.102855
957.72,0.0669632
957.82,0.0490706
957.92,0.0603652
958.02,0.106268
958.12,0.185165
958.22,0.283434
958.32,0.380682
958.42,0.460662
958.52,0.520328
958.62,0.559418
958.72,0.577905
958.82,0.572119
958.92,0.537106
959.02,0.468421
959.12,0.372794
959.22,0.268176
959.32,0.178766
959.42,0.127397
959.52,0.123457
959.62,0.153985
959.72,0.201639
959.82,0.244914
959.92,0.264306
960.02,0.260523
960.12,0.254078
960.22,0.264366
960.32,0.300082
960.42,0.358002
960.52,0.418225
960.62,0.456304
960.72,0.465208
960.82,0.456847
960.92,0.447429
961.02,0.447895
961.12,0.451761
961.22,0.443364
961.32,0.418657
961.42,0.385397
961.52,0.35913
961.62,0.358359
961.72,0.38961
961.82,0.441605
961.92,0.493731
962.02,0.532537
962.12,0.551732
962.22,0.551886
962.32,0.541821
962.42,0.525877
962.52,0.509565
962.62,0.50186
962.72,0.503107
962.82,0.502097
962.92,0.482291
963.02,0.4301
963.12,0.349406
963.22,0.260123
963.32,0.182812
963.42,0.130401
963.52,0.111787
963.62,0.127981
963.72,0.163814
963.82,0.201545
963.92,0.232201
964.02,0.248757
964.12,0.247357
964.22,0.230996
964.32,0.205939
964.42,0.183077
964.52,0.169522
964.62,0.15996
964.72,0.150721
964.82,0.147421
964.92,0.153954
965.02,0.167118
965.12,0.177353
965.22,0.173761
965.32,0.152039
965.42,0.121331
965.52,0.100571
965.62,0.107855
965.72,0.150818
965.82,0.217069
965.92,0.277534
966.02,0.308839
966.12,0.306335
966.22,0.281368
966.32,0.255568
966.42,0.241364
966.52,0.238252
966.62,0.242352
966.72,0.249135
966.82,0.265827
966.92,0.312225
967.02,0.393737
967.12,0.494421
967.22,0.581802
967.32,0.629583
967.42,0.632378
967.52,0.603494
967.62,0.560023
967.72,0.50931
967.82,0.452712
967.92,0.395243
968.02,0.343364
968.12,0.306078
968.22,0.294968
968.32,0.307329
968.42,0.326886
968.52,0.34094
968.62,0.348846
968.72,0.356906
968.82,0.367916
968.92,0.374173
969.02,0.365852
969.12,0.344077
969.22,0.324643
969.32,0.323955
969.42,0.346197
969.52,0.386982
969.62,0.435774
969.72,0.490995
969.82,0.549919
969.92,0.603002
970.02,0.636196
970.12,0.63371
970.22,0.584264
970.32,0.494902
970.42,0.385899
970.52,0.283436
970.62,0.208511
970.72,0.169009
970.82,0.153714
970.92,0.156978
971.02,0.180605
971.12,0.216821
971.22,0.257948
971.32,0.300175
971.42,0.335593
971.52,0.355848
971.62,0.359556
971.72,0.347894
971.82,0.326691
971.92,0.308351
972.02,0.307234
972.12,0.326183
972.22,0.358428
972.32,0.387291
972.42,0.397018
972.52,0.386261
972.62,0.365744
972.72,0.344539
972.82,0.333452
972.92,0.33635
973.02,0.352828
973.12,0.380735
973.22,0.41489
973.32,0.451373
973.42,0.481091
973.52,0.488825
973.62,0.463588
973.72,0.405162
973.82,0.329179
973.92,0.253517
974.02,0.194725
974.12,0.164906
974.22,0.171055
974.32,0.223411
974.42,0.321308
974.52,0.444669
974.62,0.565008
974.72,0.649422
974.82,0.671274
974.92,0.623358
975.02,0.526425
975.12,0.416418
975.22,0.329971
975.32,0.287947
975.42,0.292553
975.52,0.334571
975.62,0.396747
975.72,0.465835
975.82,0.541537
975.92,0.625142
976.02,0.712619
976.12,0.789519
976.22,0.839162
976.32,0.856593
976.42,0.849405
976.52,0.835589
976.62,0.826952
976.72,0.824266
976.82,0.814695
976.92,0.77068
977.02,0.683375
977.12,0.575592
977.22,0.488293
977.32,0.459683
977.42,0.495796
977.52,0.568911
977.62,0.63956
977.72,0.674258
977.82,0.658095
977.92,0.601394
978.02,0.536384
978.12,0.483618
978.22,0.446303
978.32,0.421396
978.42,0.409519
978.52,0.41343
978.62,0.433012
978.72,0.457911
978.82,0.486489
978.92,0.533112
979.02,0.614528
979.12,0.732132
979.22,0.885106
979.32,1.05741
979.42,1.21414
979.52,1.31604
979.62,1.33958
979.72,1.28022
979.82,1.15626
979.92,0.996609
980.02,0.837005
980.12,0.711254
980.22,0.636101
980.32,0.595501
980.42,0.55833
980.52,0.504805
980.62,-999.25
980.72,-999.25
980.82,-999.25
980.92,-999.25
981.02,-999.25
981.12,0.467993
981.22,0.498215
981.32,0.506392
981.42,0.504839
981.52,0.508987
981.62,0.528786
981.72,0.56563
981.82,0.603915
981.92,0.626458
982.02,0.631577
982.12,0.6262
982.22,0.614753
982.32,0.604505
982.42,0.598823
982.52,0.591503
982.62,0.574428
982.72,0.547434
982.82,0.516911
982.92,0.496142
983.02,0.492643
983.12,0.504063
983.22,0.525563
983.32,0.563784
983.42,0.618918
983.52,0.676905
983.62,0.711966
983.72,0.702491
983.82,0.642256
983.92,0.546404
984.02,0.452167
984.12,0.398501
984.22,0.39333
984.32,0.421608
984.42,0.465104
984.52,0.507689
984.62,0.545022
984.72,0.57597
984.82,0.593976
984.92,0.593246
985.02,0.569779
985.12,0.522292
985.22,0.455083
985.32,0.389418
985.42,0.354533
985.52,0.361489
985.62,0.404504
985.72,0.47198
985.82,0.541895
985.92,0.58822
986.02,0.590316
986.12,0.558513
986.22,0.518322
986.32,0.493646
986.42,0.490587
986.52,0.498671
986.62,0.500412
986.72,0.494863
986.82,0.486437
986.92,0.487302
987.02,0.503996
987.12,0.535717
987.22,0.567309
987.32,0.587412
987.42,0.594195
987.52,0.597719
987.62,0.607953
987.72,0.622459
987.82,0.626726
987.92,0.607801
988.02,0.566363
988.12,0.518069
988.22,0.481374
988.32,0.468037
988.42,0.484604
988.52,0.533965
988.62,0.612208
988.72,0.700359
988.82,0.775537
988.92,0.817723
989.02,0.819558
989.12,0.789404
989.22,0.75503
989.32,0.744305
989.42,0.756611
989.52,0.773879
989.62,0.770997
989.72,0.72854
989.82,0.648744
989.92,0.557264
990.02,0.487947
990.12,0.467514
990.22,0.515492
990.32,0.62897
990.42,0.777471
990.52,0.921092
990.62,1.01294
990.72,1.02267
990.82,0.963075
990.92,0.878555
991.02,0.811816
991.12,0.788613
991.22,0.807939
991.32,0.837751
991.42,0.842022
991.52,0.814505
991.62,0.771819
991.72,0.739695
991.82,0.742329
991.92,0.792357
992.02,0.876664
992.12,0.958733
992.22,0.986022
992.32,0.927366
992.42,0.788815
992.52,0.612809
992.62,0.448776
992.72,0.334496
992.82,0.284662
992.92,0.288379
993.02,0.313326
993.12,0.331325
993.22,0.335437
993.32,0.335175
993.42,0.334497
993.52,0.334282
993.62,0.332212
993.72,0.332223
993.82,0.34104
993.92,0.356453
994.02,0.36654
994.12,0.360232
994.22,0.337108
994.32,0.302383
994.42,0.269307
994.52,0.258399
994.62,0.281407
994.72,0.336699
994.82,0.405003
994.92,0.460134
995.02,0.48665
995.12,0.485888
995.22,0.465583
995.32,0.432815
995.42,0.393502
995.52,0.358633
995.62,0.343791
995.72,0.363244
995.82,0.419108
995.92,0.49974
996.02,0.587132
996.12,0.661266
996.22,0.705975
996.32,0.721578
996.42,0.718126
996.52,0.705518
996.62,0.690871
996.72,0.675118
996.82,0.661924
996.92,0.659191
997.02,0.67067
997.12,0.687048
997.22,0.698015
997.32,0.705198
997.42,0.711595
997.52,0.730321
997.62,0.779377
997.72,0.875435
997.82,1.02139
997.92,1.21251
998.02,1.43345
998.12,1.65547
998.22,1.83919
998.32,1.94354
998.42,1.92578
998.52,1.77279
998.62,1.51077
998.72,1.19558
998.82,0.882904
998.92,0.621266
999.02,0.438258
999.12,0.329351
999.22,0.276677
999.32,0.259172
999.42,0.261512
999.52,0.278991
999.62,0.310846
999.72,0.355162
999.82,0.418785
999.92,0.516542
1000.02,0.652211
1000.12,0.80158
1000.22,0.925288
1000.32,0.996732
1000.42,1.01541
1000.52,1.00197
1000.62,0.978702
1000.72,0.958226
1000.82,0.930617
1000.92,0.873533
1001.02,0.777351
1001.12,0.652759
1001.22,0.532962
1001.32,0.452349
1001.42,0.422839
1001.52,0.439411
1001.62,0.48407
1001.72,0.53406
1001.82,0.572726
1001.92,0.597305
1002.02,0.613522
1002.12,0.623364
1002.22,0.62881
1002.32,0.630415
1002.42,0.631616
1002.52,0.631279
1002.62,0.62478
1002.72,0.609984
1002.82,0.592072
1002.92,0.571486
1003.02,0.54268
1003.12,0.510613
1003.22,0.497795
1003.32,0.52251
1003.42,0.589466
1003.52,0.686464
1003.62,0.784919
1003.72,0.848752
1003.82,0.846102
1003.92,0.767864
1004.02,0.635385
1004.12,0.492638
1004.22,0.387125
1004.32,0.343207
1004.42,0.36076
1004.52,0.418838
1004.62,0.486295
1004.72,0.545845
1004.82,0.597479
1004.92,0.642653
1005.02,0.676107
1005.12,0.689279
1005.22,0.675428
1005.32,0.632782
1005.42,0.573389
1005.52,0.514123
1005.62,0.467551
1005.72,0.43822
1005.82,0.420741
1005.92,0.408988
1006.02,0.406345
1006.12,0.418166
1006.22,0.447066
1006.32,0.491414
1006.42,0.536449
1006.52,0.56326
1006.62,0.558502
1006.72,0.518818
1006.82,0.46185
1006.92,0.421917
1007.02,0.424205
1007.12,0.472734
1007.22,0.546456
1007.32,0.61146
1007.42,0.634986
1007.52,0.607635
1007.62,0.543811
1007.72,0.469735
1007.82,0.416384
1007.92,0.401857
1008.02,0.426105
1008.12,0.487389
1008.22,0.575816
1008.32,0.672628
1008.42,0.757632
1008.52,0.81214
1008.62,0.832313
1008.72,0.825336
1008.82,0.805216
1008.92,0.789669
1009.02,0.796801
1009.12,0.836683
1009.22,0.900208
1009.32,0.955935
1009.42,0.969781
1009.52,0.923391
1009.62,0.82276
1009.72,0.701125
1009.82,0.604175
1009.92,0.565517
1010.02,0.589699
1010.12,0.659245
1010.22,0.744241
1010.32,0.815089
1010.42,0.851315
1010.52,0.842033
1010.62,0.784876
1010.72,0.697126
1010.82,0.599669
1010.92,0.509456
1011.02,0.445397
1011.12,0.413215
1011.22,0.402615
1011.32,0.404143
1011.42,0.415465
1011.52,0.435107
1011.62,0.447855
1011.72,0.436957
1011.82,0.398928
1011.92,0.347401
1012.02,0.311615
1012.12,0.314791
1012.22,0.36367
1012.32,0.446875
1012.42,0.535102
1012.52,0.598572
1012.62,0.621007
1012.72,0.605798
1012.82,0.570606
1012.92,0.53304
1013.02,0.506304
1013.12,0.496978
1013.22,0.505028
1013.32,0.5276
1013.42,0.549344
1013.52,0.552802
1013.62,0.532688
1013.72,0.490675
1013.82,0.433752
1013.92,0.369811
1014.02,0.307025
1014.12,0.25601
1014.22,0.221167
1014.32,0.196754
1014.42,0.175845
1014.52,0.165052
1014.62,0.183003
1014.72,0.245668
1014.82,0.346609
1014.92,0.459922
1015.02,0.546338
1015.12,0.579835
1015.22,0.556731
1015.32,0.49903
1015.42,0.44603
1015.52,0.422146
1015.62,0.430734
1015.72,0.461632
1015.82,0.496417
1015.92,0.529864
1016.02,0.553386
1016.12,0.554314
1016.22,0.52508
1016.32,0.469821
1016.42,0.406854
1016.52,0.352413
1016.62,0.323483
1016.72,0.327467
1016.82,0.359151
1016.92,0.413508
1017.02,0.487566
1017.12,0.584159
1017.22,0.691662
1017.32,0.787985
1017.42,0.85078
1017.52,0.861698
1017.62,0.815062
1017.72,0.723237
1017.82,0.618356
1017.92,0.534758
1018.02,0.491959
1018.12,0.494137
1018.22,0.524916
1018.32,0.56016
1018.42,0.58425
1018.52,0.590758
1018.62,0.581551
1018.72,0.560117
1018.82,0.527386
1018.92,0.492111
1019.02,0.471491
1019.12,0.472833
1019.22,0.491048
1019.32,0.515985
1019.42,0.53744
1019.52,0.547125
1019.62,0.544215
1019.72,0.537708
1019.82,0.542797
1019.92,0.566066
1020.02,0.59148
1020.12,0.595371
1020.22,0.568039
1020.32,0.512988
1020.42,0.439717
1020.52,0.371376
1020.62,0.333337
1020.72,0.338739
1020.82,0.382012
1020.92,0.438046
1021.02,0.482552
1021.12,0.513566
1021.22,0.54106
1021.32,0.572493
1021.42,0.605429
1021.52,0.628924
1021.62,0.624906
1021.72,0.586518
1021.82,0.530013
1021.92,0.489243
1022.02,0.497444
1022.12,0.556541
1022.22,0.635634
1022.32,0.69994
1022.42,0.728389
1022.52,0.719986
1022.62,0.680753
1022.72,0.6135
1022.82,0.522324
1022.92,0.41971
1023.02,0.329301
1023.12,0.277037
1023.22,0.281079
1023.32,0.340713
1023.42,0.425163
1023.52,0.492911
1023.62,0.513853
1023.72,0.484041
1023.82,0.43278
1023.92,0.394483
1024.02,0.393051
1024.12,0.441345
1024.22,0.537257
1024.32,0.660268
1024.42,0.771445
1024.52,0.835984
1024.62,0.843258
1024.72,0.80368
1024.82,0.746511
1024.92,0.702769
1025.02,0.695609
1025.12,0.732374
1025.22,0.798104
1025.32,0.861643
1025.42,0.88516
1025.52,0.84812
1025.62,0.758613
1025.72,0.641745
1025.82,0.54552
1025.92,0.514882
1026.02,0.548429
1026.12,0.609221
1026.22,0.657039
1026.32,0.660664
1026.42,0.618579
1026.52,0.564023
1026.62,0.529586
1026.72,0.53215
1026.82,0.576198
1026.92,0.645593
1027.02,0.709241
1027.12,0.738764
1027.22,0.716129
1027.32,0.637602
1027.42,0.531249
1027.52,0.45076
1027.62,0.431268
1027.72,0.473654
1027.82,0.550208
1027.92,0.617869
1028.02,0.645143
1028.12,0.624095
1028.22,0.572102
1028.32,0.521482
1028.42,0.496423
1028.52,0.498417
1028.62,0.511997
1028.72,0.519151
1028.82,0.510736
1028.92,0.482521
1029.02,0.433683
1029.12,0.37028
1029.22,0.302992
1029.32,0.239523
1029.42,0.188818
1029.52,0.159744
1029.62,0.159079
1029.72,0.183985
1029.82,0.222042
1029.92,0.262395
1030.02,0.30128
1030.12,0.343529
1030.22,0.399642
1030.32,0.471097
1030.42,0.546591
1030.52,0.605121
1030.62,0.627249
1030.72,0.612521
1030.82,0.576662
1030.92,0.535373
1031.02,0.499465
1031.12,0.479332
1031.22,0.479026
1031.32,0.491696
1031.42,0.514911
1031.52,0.55196
1031.62,0.601783
1031.72,0.663399
1031.82,0.729291
1031.92,0.78861
1032.02,0.83525
1032.12,0.85993
1032.22,0.859373
1032.32,0.841854
1032.42,0.82549
1032.52,0.824302
1032.62,0.834511
1032.72,0.845226
1032.82,0.839712
1032.92,0.806521
1033.02,0.756603
1033.12,0.713286
1033.22,0.696193
1033.32,0.701802
1033.42,0.704898
1033.52,0.6862
1033.62,0.646586
1033.72,0.613689
1033.82,0.618598
1033.92,0.671993
1034.02,0.76003
1034.12,0.843198
1034.22,0.886856
1034.32,0.884027
1034.42,0.852789
1034.52,0.813387
1034.62,0.778379
1034.72,0.753177
1034.82,0.735825
1034.92,0.722214
1035.02,0.715135
1035.12,0.717106
1035.22,0.729731
1035.32,0.748272
1035.42,0.769141
1035.52,0.786035
1035.62,0.792576
1035.72,0.783064
1035.82,0.760291
1035.92,0.734153
1036.02,0.719818
1036.12,0.724401
1036.22,0.738466
1036.32,0.74751
1036.42,0.74149
1036.52,0.713385
1036.62,0.671196
1036.72,0.625556
1036.82,0.583647
1036.92,0.551089
1037.02,0.531493
1037.12,0.532751
1037.22,0.562079
1037.32,0.625833
1037.42,0.719591
1037.52,0.825256
1037.62,0.923916
1037.72,1.00069
1037.82,1.04835
1037.92,1.06381
1038.02,1.04129
1038.12,0.985415
1038.22,0.909931
1038.32,0.829858
1038.42,0.752387
1038.52,0.682074
1038.62,0.629284
1038.72,0.599636
1038.82,0.585956
1038.92,0.57473
1039.02,0.561062
1039.12,0.541867
1039.22,0.516368
1039.32,0.490054
1039.42,0.463005
1039.52,0.43373
1039.62,0.404231
1039.72,0.373413
1039.82,0.34673
1039.92,0.336145
1040.02,0.350966
1040.12,0.384632
1040.22,0.427686
1040.32,0.466873
1040.42,0.479763
1040.52,0.45275
1040.62,0.395568
1040.72,0.332099
1040.82,0.288361
1040.92,0.27833
1041.02,0.308494
1041.12,0.371161
1041.22,0.451911
1041.32,0.53688
1041.42,0.618429
1041.52,0.694982
1041.62,0.762492
1041.72,0.809845
1041.82,0.831298
1041.92,0.836139
1042.02,0.844053
1042.12,0.862643
1042.22,0.886531
1042.32,0.90985
1042.42,0.937523
1042.52,0.970769
1042.62,1.00089
1042.72,1.01067
1042.82,0.986094
1042.92,0.926663
1043.02,0.846694
1043.12,0.767824
1043.22,0.709619
1043.32,0.678895
1043.42,0.667904
1043.52,0.662111
1043.62,0.660057
1043.72,0.678351
1043.82,0.729494
1043.92,0.805351
1044.02,0.879025
1044.12,0.925761
1044.22,0.943365
1044.32,0.956451
1044.42,1.00159
1044.52,1.08935
1044.62,1.19513
1044.72,1.27769
1044.82,1.30279
1044.92,1.25523
1045.02,1.1497
1045.12,1.02578
1045.22,0.923693
1045.32,0.868022
1045.42,0.85183
1045.52,0.845718
1045.62,0.829942
1045.72,0.793374
1045.82,0.735741
1045.92,0.670286
1046.02,0.617237
1046.12,0.586325
1046.22,0.567601
1046.32,0.543568
1046.42,0.506319
1046.52,0.465395
1046.62,0.445191
1046.72,0.458588
1046.82,0.505107
1046.92,0.568774
1047.02,0.628823
1047.12,0.67379
1047.22,0.69976
1047.32,0.703028
1047.42,0.681289
1047.52,0.634365
1047.62,0.566154
1047.72,0.486279
1047.82,0.415857
1047.92,0.372355
1048.02,0.365715
1048.12,0.396782
1048.22,0.450451
1048.32,0.509415
1048.42,0.566072
1048.52,0.625498
1048.62,0.693175
1048.72,0.764832
1048.82,0.829002
1048.92,0.868632
1049.02,0.871247
1049.12,0.832393
1049.22,0.75408
1049.32,0.657142
1049.42,0.567076
1049.52,0.502801
1049.62,0.47437
1049.72,0.477184
1049.82,0.50118
1049.92,0.531717
1050.02,0.552198
1050.12,0.558074
1050.22,0.557575
1050.32,0.567975
1050.42,0.601003
1050.52,0.654325
1050.62,0.714226
1050.72,0.764726
1050.82,0.800335
1050.92,0.822658
1051.02,0.831966
1051.12,0.832286
1051.22,0.836526
1051.32,0.858906
1051.42,0.909283
1051.52,0.990459
1051.62,1.09209
1051.72,1.18629
1051.82,1.23692
1051.92,1.22308
1052.02,1.15999
1052.12,1.08721
1052.22,1.038
1052.32,1.02359
1052.42,1.03778
1052.52,1.0642
1052.62,1.08191
1052.72,1.08075
1052.82,1.0676
1052.92,1.04898
1053.02,1.02133
1053.12,0.979287
1053.22,0.929077
1053.32,0.887359
1053.42,0.872892
1053.52,0.88567
1053.62,0.915205
1053.72,0.952126
1053.82,0.977466
1053.92,0.964612
1054.02,0.904365
1054.12,0.812104
1054.22,0.717981
1054.32,0.654702
1054.42,0.648038
1054.52,0.706623
1054.62,0.81421
1054.72,0.930656
1054.82,1.00246
1054.92,1.00446
1055.02,0.95643
1055.12,0.904317
1055.22,0.884671
1055.32,0.914765
1055.42,0.98131
1055.52,1.04042
1055.62,1.04549
1055.72,0.97188
1055.82,0.831393
1055.92,0.66212
1056.02,0.50951
1056.12,0.402375
1056.22,0.349751
1056.32,0.347813
1056.42,0.379743
1056.52,0.420819
1056.62,0.459364
1056.72,0.499939
1056.82,0.555361
1056.92,0.635266
1057.02,0.740027
1057.12,0.852575
1057.22,0.944493
1057.32,0.985356
1057.42,0.961332
1057.52,0.885045
1057.62,0.785341
1057.72,0.699261
1057.82,0.654905
1057.92,0.662928
1058.02,0.724027
1058.12,0.829109
1058.22,0.961413
1058.32,1.09776
1058.42,1.20665
1058.52,1.25594
1058.62,1.22746
1058.72,1.13313
1058.82,1.01359
1058.92,0.921336
1059.02,0.894434
1059.12,0.931187
1059.22,0.995989
1059.32,1.04016
1059.42,1.02768
1059.52,0.954241
1059.62,0.843722
1059.72,0.725466
1059.82,0.62337
1059.92,0.546756
1060.02,0.496819
1060.12,0.474798
1060.22,0.482228
1060.32,0.514758
1060.42,0.561135
1060.52,0.602097
1060.62,0.618717
1060.72,0.598153
1060.82,0.549007
1060.92,0.495317
1061.02,0.468513
1061.12,0.496813
1061.22,0.591151
1061.32,0.732469
1061.42,0.87753
1061.52,0.97535
1061.62,1.0004
1061.72,0.960786
1061.82,0.895427
1061.92,0.847307
1062.02,0.830646
1062.12,0.831513
1062.22,0.828233
1062.32,0.813056
1062.42,0.806319
1062.52,0.834881
1062.62,0.908113
1062.72,1.00815
1062.82,1.09266
1062.92,1.1322
1063.02,1.1306
1063.12,1.10951
1063.22,1.08686
1063.32,1.06866
1063.42,1.05531
1063.52,1.04224
1063.62,1.02657
1063.72,1.01587
1063.82,1.01555
1063.92,1.02185
1064.02,1.02797
1064.12,1.02012
1064.22,0.995407
1064.32,0.963067
1064.42,0.922273
1064.52,0.872594
1064.62,0.815281
1064.72,0.748708
1064.82,0.676955
1064.92,0.605874
1065.02,0.545567
1065.12,0.501609
1065.22,0.470605
1065.32,0.457531
1065.42,0.46408
1065.52,0.487089
1065.62,0.515603
1065.72,0.543033
1065.82,0.572259
1065.92,0.603331
1066.02,0.633236
1066.12,0.658189
1066.22,0.668331
1066.32,0.660855
1066.42,0.63735
1066.52,0.606522
1066.62,0.578542
1066.72,0.556081
1066.82,0.532108
1066.92,0.492932
1067.02,0.443009
1067.12,0.407337
1067.22,0.409561
1067.32,0.457365
1067.42,0.539159
1067.52,0.631212
1067.62,0.709133
1067.72,0.753487
1067.82,0.755817
1067.92,0.719625
1068.02,0.658107
1068.12,0.585611
1068.22,0.526405
1068.32,0.523529
1068.42,0.589038
1068.52,0.695965
1068.62,0.795682
1068.72,0.844493
1068.82,0.822945
1068.92,0.745745
1069.02,0.64453
1069.12,0.557622
1069.22,0.5097
1069.32,0.499467
1069.42,0.501199
1069.52,0.506899
1069.62,0.524183
1069.72,0.551133
1069.82,0.577198
1069.92,0.592407
1070.02,0.583281
1070.12,0.550089
1070.22,0.498611
1070.32,0.441276
1070.42,0.39976
1070.52,0.392421
1070.62,0.424402
1070.72,0.487272
1070.82,0.566987
1070.92,0.65098
1071.02,0.720895
1071.12,0.766634
1071.22,0.784695
1071.32,0.782032
1071.42,0.766849
1071.52,0.738221
1071.62,0.696329
1071.72,0.653275
1071.82,0.624905
1071.92,0.619463
1072.02,0.636227
1072.12,0.667554
1072.22,0.700213
1072.32,0.713905
1072.42,0.698798
1072.52,0.66501
1072.62,0.641791
1072.72,0.658762
1072.82,0.718653
1072.92,0.800493
1073.02,0.87151
1073.12,0.896713
1073.22,0.860963
1073.32,0.781116
1073.42,0.693165
1073.52,0.626179
1073.62,0.58291
1073.72,0.54817
1073.82,0.5065
1073.92,0.464863
1074.02,0.446903
1074.12,0.465599
1074.22,0.514533
1074.32,0.573866
1074.42,0.6194
1074.52,0.642856
1074.62,0.654988
1074.72,0.667202
1074.82,0.680739
1074.92,0.682438
1075.02,0.659946
1075.12,0.61454
1075.22,0.565209
1075.32,0.53168
1075.42,0.520661
1075.52,0.520515
1075.62,0.514401
1075.72,0.493954
1075.82,0.472216
1075.92,0.470245
1076.02,0.503462
1076.12,0.565559
1076.22,0.631627
1076.32,0.67943
