Depth,Th
m,ppm
1078.12,2.10735
1078.22,2.40889
1078.32,2.69974
1078.42,2.85956
1078.52,2.79716
1078.62,2.53867
1078.72,2.25278
1078.82,2.13401
1078.92,2.23712
1079.02,2.44794
1079.12,2.59417
1079.22,2.61538
1079.32,2.52632
1079.42,2.38562
1079.52,2.29498
1079.62,2.286
1079.72,2.34059
1079.82,2.44808
1079.92,2.56162
1080.02,2.64071
1080.12,2.62141
1080.22,2.44309
1080.32,2.13076
1080.42,1.83191
1080.52,1.72604
1080.62,1.82316
1080.72,2.0124
1080.82,2.15451
1080.92,2.14142
1081.02,1.95618
1081.12,1.71976
1081.22,1.53244
1081.32,1.45364
1081.42,1.50531
1081.52,1.66013
1081.62,1.88346
1081.72,2.20938
1081.82,2.62328
1081.92,3.01444
1082.02,3.23237
1082.12,3.23263
1082.22,3.0182
1082.32,2.65099
1082.42,2.21713
1082.52,1.80971
1082.62,1.53963
1082.72,1.47752
1082.82,1.6235
1082.92,1.9719
1083.02,2.529
1083.12,3.2047
1083.22,3.75634
1083.32,3.95092
1083.42,3.65709
1083.52,2.92999
1083.62,1.96863
1083.72,1.05903
1083.82,0.496527
1083.92,0.374577
1084.02,0.605012
1084.12,1.00962
1084.22,1.42896
1084.32,1.81274
1084.42,2.15378
1084.52,2.42431
1084.62,2.57292
1084.72,2.54976
1084.82,2.37487
1084.92,2.1485
1085.02,2.04084
1085.12,2.13424
1085.22,2.39486
1085.32,2.65423
1085.42,2.7175
1085.52,2.46827
1085.62,1.95816
1085.72,1.37367
1085.82,0.981869
1085.92,0.935267
1086.02,1.20669
1086.12,1.6293
1086.22,1.99605
1086.32,2.13294
1086.42,1.99671
1086.52,1.68023
1086.62,1.39786
1086.72,1.35972
1086.82,1.59929
1086.92,1.95508
1087.02,2.18469
1087.12,2.14367
1087.22,1.83513
1087.32,1.39207
1087.42,0.974398
1087.52,0.661075
1087.62,0.448769
1087.72,0.282911
1087.82,0.150109
1087.92,0.0962046
1088.02,0.16313
1088.12,0.342321
1088.22,0.590486
1088.32,0.876515
1088.42,1.18611
1088.52,1.51535
1088.62,1.82891
1088.72,2.04483
1088.82,2.10438
1088.92,1.99876
1089.02,1.80928
1089.12,1.67943
1089.22,1.67351
1089.32,1.79447
1089.42,1.9965
1089.52,2.19904
1089.62,2.33753
1089.72,2.35158
1089.82,2.24623
1089.92,2.0408
1090.02,1.81348
1090.12,1.70853
1090.22,1.78876
1090.32,2.00028
1090.42,2.22539
1090.52,2.28062
1090.62,2.08036
1090.72,1.65366
1090.82,1.17557
1090.92,0.880388
1091.02,0.887198
1091.12,1.12398
1091.22,1.37146
1091.32,1.43557
1091.42,1.24801
1091.52,0.856131
1091.62,0.417224
1091.72,0.120431
1091.82,0.104597
1091.92,0.412842
1092.02,0.943379
1092.12,1.62093
1092.22,2.33041
1092.32,2.91177
1092.42,3.30875
1092.52,3.55931
1092.62,3.74467
1092.72,3.92689
1092.82,4.0633
1092.92,4.04757
1093.02,3.7869
1093.12,3.31437
1093.22,2.72404
1093.32,2.16943
1093.42,1.80992
1093.52,1.67022
1093.62,1.73151
1093.72,1.97912
1093.82,2.35571
1093.92,-999.25
1094.02,-999.25
1094.12,-999.25
1094.22,2.32727
1094.32,1.70094
1094.42,1.27971
1094.52,1.24232
1094.62,1.53407
1094.72,1.90647
1094.82,2.09551
1094.92,1.98884
1095.02,1.71868
1095.12,1.5169
1095.22,1.52493
1095.32,1.76088
1095.42,2.16602
1095.52,2.56905
1095.62,2.85329
1095.72,2.97089
1095.82,2.89537
1095.92,2.61805
1096.02,2.21032
1096.12,1.77836
1096.22,1.44433
1096.32,1.2724
1096.42,1.25811
1096.52,1.36346
1096.62,1.62079
1096.72,2.05339
1096.82,2.5387
1096.92,2.86005
1097.02,2.85504
1097.12,2.55619
1097.22,2.19074
1097.32,1.98617
1097.42,2.08918
1097.52,2.45802
1097.62,2.863
1097.72,3.04487
1097.82,2.90615
1097.92,2.54112
1098.02,2.13661
1098.12,1.84478
1098.22,1.68628
1098.32,1.55933
1098.42,1.39437
1098.52,1.16442
1098.62,0.868356
1098.72,0.570661
1098.82,0.407784
1098.92,0.469624
1099.02,0.781773
1099.12,1.31782
1099.22,1.99026
1099.32,2.60616
1099.42,2.95879
1099.52,2.93865
1099.62,2.61035
1099.72,2.13614
1099.82,1.68991
1099.92,1.34832
1100.02,1.14035
1100.12,1.06223
1100.22,1.08414
1100.32,1.18271
1100.42,1.40087
1100.52,1.71852
1100.62,1.99635
1100.72,2.0576
1100.82,1.83835
1100.92,1.41474
1101.02,0.929481
1101.12,0.516886
1101.22,0.273201
1101.32,0.243055
1101.42,0.432984
1101.52,0.776213
1101.62,1.18534
1101.72,1.62388
1101.82,2.05636
1101.92,2.42343
1102.02,2.68383
1102.12,2.83316
1102.22,2.9153
1102.32,2.99612
1102.42,3.15001
1102.52,3.3843
1102.62,-999.25
1102.72,-999.25
1102.82,-999.25
1102.92,-999.25
1103.02,-999.25
1103.12,1.89987
1103.22,0.765561
1103.32,-999.25
1103.42,-999.25
1103.52,0.186799
1103.62,1.19639
1103.72,2.2736
1103.82,3
1103.92,3.20157
1104.02,3.01993
1104.12,2.7834
1104.22,2.82341
1104.32,3.14488
1104.42,3.54942
1104.52,3.82434
1104.62,3.82866
1104.72,3.56655
1104.82,3.13512
1104.92,2.63422
1105.02,2.178
1105.12,1.85573
1105.22,1.77094
1105.32,1.90634
1105.42,2.14835
1105.52,2.32966
1105.62,2.28525
1105.72,1.94579
1105.82,1.38817
1105.92,0.794375
1106.02,0.368239
1106.12,0.233184
1106.22,0.372322
1106.32,0.62366
1106.42,0.838002
1106.52,0.9747
1106.62,1.06571
1106.72,1.18059
1106.82,1.39278
1106.92,1.68108
1107.02,1.97324
1107.12,2.20895
1107.22,2.30354
1107.32,2.21187
1107.42,1.96238
1107.52,1.65166
1107.62,1.38933
1107.72,1.24984
1107.82,1.28453
1107.92,1.52628
1108.02,1.98303
1108.12,2.54847
1108.22,3.06797
1108.32,3.44061
1108.42,3.61479
1108.52,3.59213
1108.62,3.436
1108.72,3.18468
1108.82,2.87933
1108.92,2.55241
1109.02,2.1665
1109.12,1.72299
1109.22,1.378
1109.32,1.26145
1109.42,1.3712
1109.52,1.58142
1109.62,1.70549
1109.72,1.60813
1109.82,1.3713
1109.92,1.16344
1110.02,1.06812
1110.12,1.0788
1110.22,1.101
1110.32,1.004
1110.42,0.785047
1110.52,0.564403
1110.62,0.508517
1110.72,0.735669
1110.82,1.22859
1110.92,1.78337
1111.02,2.19816
1111.12,2.40757
1111.22,2.39949
1111.32,2.22442
1111.42,2.00091
1111.52,1.8224
1111.62,1.70896
1111.72,1.6119
1111.82,1.47949
1111.92,1.31966
1112.02,1.22203
1112.12,1.25434
1112.22,1.39304
1112.32,1.57375
1112.42,1.75432
1112.52,1.90384
1112.62,2.00963
1112.72,2.09326
1112.82,2.17574
1112.92,2.20227
1113.02,2.088
1113.12,1.80589
1113.22,1.45987
1113.32,1.20255
1113.42,1.20566
1113.52,1.5416
1113.62,2.0834
1113.72,2.66413
1113.82,3.16478
1113.92,3.49874
1114.02,3.68653
1114.12,3.85044
1114.22,4.02129
1114.32,4.13478
1114.42,4.13181
1114.52,3.97132
1114.62,3.65278
1114.72,3.31612
1114.82,3.09749
1114.92,3.00139
1115.02,2.97708
1115.12,2.93646
1115.22,2.78761
1115.32,2.61958
1115.42,2.61579
1115.52,2.84146
1115.62,3.21025
1115.72,3.51764
1115.82,3.52637
1115.92,3.18888
1116.02,2.72249
1116.12,2.36173
1116.22,2.22027
1116.32,2.23483
1116.42,2.1862
1116.52,1.89985
1116.62,1.43321
1116.72,0.988921
1116.82,0.787877
1116.92,0.873667
1117.02,1.09564
1117.12,1.22194
1117.22,1.14403
1117.32,0.893242
1117.42,0.609876
1117.52,0.494435
1117.62,0.680998
1117.72,1.19949
1117.82,1.95339
1117.92,2.77907
1118.02,3.48242
1118.12,3.92164
1118.22,4.04207
1118.32,3.87182
1118.42,3.53213
1118.52,3.17832
1118.62,2.97334
1118.72,3.05739
1118.82,3.45001
1118.92,3.97864
1119.02,4.35837
1119.12,4.36855
1119.22,3.93743
1119.32,3.15049
1119.42,2.23089
1119.52,1.44997
1119.62,1.08116
1119.72,1.19012
1119.82,1.63195
1119.92,2.1567
1120.02,2.6085
1120.12,3.00332
1120.22,3.37144
1120.32,3.67872
1120.42,3.8325
1120.52,3.73519
1120.62,3.39879
1120.72,2.91702
1120.82,2.46436
1120.92,2.22402
1121.02,2.19336
1121.12,2.21509
1121.22,2.10011
1121.32,1.79958
1121.42,1.43753
1121.52,1.18955
1121.62,1.15941
1121.72,1.34606
1121.82,1.67441
1121.92,2.04799
1122.02,2.33828
1122.12,2.4705
1122.22,2.4599
1122.32,2.33441
1122.42,2.16436
1122.52,2.00719
1122.62,1.84017
1122.72,1.64351
1122.82,1.48743
1122.92,1.4761
1123.02,1.67142
1123.12,1.99768
1123.22,2.32044
1123.32,2.53766
1123.42,2.65398
1123.52,2.79198
1123.62,3.10127
1123.72,3.6652
1123.82,4.41695
1123.92,5.12228
1124.02,5.49871
1124.12,5.37506
1124.22,4.75883
1124.32,3.83088
1124.42,2.85369
1124.52,2.14278
1124.62,1.88689
1124.72,2.0528
1124.82,2.47767
1124.92,2.90861
1125.02,3.11709
1125.12,3.02867
1125.22,2.73814
1125.32,2.38781
1125.42,2.12695
1125.52,2.04525
1125.62,2.14269
1125.72,2.39675
1125.82,2.73107
1125.92,3.04203
1126.02,3.30088
1126.12,3.4758
1126.22,3.48997
1126.32,3.25955
1126.42,2.80929
1126.52,2.23415
1126.62,1.65034
1126.72,1.16228
1126.82,0.821016
1126.92,0.696594
1127.02,0.867503
1127.12,1.28993
1127.22,1.86808
1127.32,2.48882
1127.42,3.0105
1127.52,3.33333
1127.62,3.54559
1127.72,3.7401
1127.82,3.95942
1127.92,4.20378
1128.02,4.35124
1128.12,4.31764
1128.22,4.12814
1128.32,3.87109
1128.42,3.62285
1128.52,3.41899
1128.62,3.22049
1128.72,2.94603
1128.82,2.60352
1128.92,2.24247
1129.02,1.84413
1129.12,1.40495
1129.22,0.929964
1129.32,0.499787
1129.42,0.279571
1129.52,0.385722
1129.62,0.755355
1129.72,1.21174
1129.82,1.509
1129.92,1.46851
1130.02,1.11395
1130.12,0.635509
1130.22,0.280072
1130.32,0.290814
1130.42,0.727384
1130.52,1.4248
1130.62,2.19343
1130.72,2.92028
1130.82,3.48613
1130.92,3.81122
1131.02,3.88209
1131.12,3.70332
1131.22,3.30621
1131.32,2.77948
1131.42,2.2213
1131.52,1.70864
1131.62,1.32182
1131.72,1.08584
1131.82,1.00326
1131.92,1.08349
1132.02,1.31927
1132.12,1.66807
1132.22,2.10723
1132.32,2.58973
1132.42,3.03115
1132.52,3.28756
1132.62,3.26526
1132.72,2.9788
1132.82,2.52552
1132.92,2.02755
1133.02,1.66689
1133.12,1.63213
1133.22,1.97701
1133.32,2.60968
1133.42,3.39405
1133.52,4.15871
1133.62,4.7991
1133.72,5.22957
1133.82,5.3603
1133.92,5.21854
1134.02,4.92153
1134.12,4.53568
1134.22,4.07146
1134.32,3.60252
1134.42,3.30427
1134.52,3.33406
1134.62,3.70625
1134.72,4.21261
1134.82,4.53894
1134.92,4.47434
1135.02,3.99747
1135.12,3.30968
1135.22,2.77968
1135.32,2.69196
1135.42,2.98735
1135.52,3.37891
1135.62,3.57577
1135.72,3.43516
1135.82,3.04714
1135.92,2.58114
1136.02,2.1821
1136.12,1.9109
1136.22,1.76671
1136.32,1.75304
1136.42,1.78736
1136.52,1.82831
1136.62,1.85996
1136.72,1.80171
1136.82,1.65016
1136.92,1.51464
1137.02,1.5485
1137.12,1.87248
1137.22,2.45182
1137.32,3.1674
1137.42,3.84884
1137.52,4.37359
1137.62,4.75805
1137.72,4.99851
1137.82,5.04921
1137.92,4.84493
1138.02,4.34315
1138.12,3.62292
1138.22,2.86893
1138.32,2.32339
1138.42,2.11915
1138.52,2.28605
1138.62,2.74252
1138.72,3.26594
1138.82,3.62943
1138.92,3.74958
1139.02,3.61741
1139.12,3.24033
1139.22,2.72099
1139.32,2.32714
1139.42,2.28573
1139.52,2.67715
1139.62,3.35771
1139.72,4.05869
1139.82,4.51488
1139.92,4.52102
1140.02,4.014
1140.12,3.18224
1140.22,2.42868
1140.32,2.08931
1140.42,2.22635
1140.52,2.69832
1140.62,3.30954
1140.72,3.79805
1140.82,3.93931
1140.92,3.63911
1141.02,2.97109
1141.12,2.12655
1141.22,1.34041
1141.32,0.834565
1141.42,0.770224
1141.52,1.14712
1141.62,1.81917
1141.72,2.53687
1141.82,3.15369
1141.92,3.72409
1142.02,4.29576
1142.12,4.78844
1142.22,5.04505
1142.32,4.90413
1142.42,4.31084
1142.52,3.4241
1142.62,2.53157
1142.72,1.87282
1142.82,1.57986
1142.92,1.577
1143.02,1.62726
1143.12,1.56864
1143.22,1.46587
1143.32,1.51398
1143.42,1.87396
1143.52,2.55643
1143.62,3.38228
1143.72,4.12982
1143.82,4.72542
1143.92,5.1583
1144.02,5.49412
1144.12,5.71605
1144.22,5.68534
1144.32,5.22411
1144.42,4.28597
1144.52,3.04757
1144.62,1.88298
1144.72,1.11684
1144.82,0.87314
1144.92,0.964164
1145.02,1.15478
1145.12,1.30314
1145.22,1.42568
1145.32,1.60047
1145.42,1.84459
1145.52,2.11791
1145.62,2.40037
1145.72,2.66186
1145.82,2.82395
1145.92,2.82655
1146.02,2.66926
1146.12,2.39435
1146.22,2.04574
1146.32,1.67702
1146.42,1.35889
1146.52,1.18999
1146.62,1.23171
1146.72,1.43384
1146.82,1.6856
1146.92,1.94944
1147.02,2.22641
1147.12,2.48086
1147.22,2.66487
1147.32,2.7883
1147.42,2.85417
1147.52,2.86171
1147.62,2.81644
1147.72,2.73796
1147.82,2.67159
1147.92,2.65803
1148.02,2.6721
1148.12,2.61959
1148.22,2.47547
1148.32,2.28841
1148.42,2.08885
1148.52,1.93489
1148.62,1.83335
1148.72,1.71584
1148.82,1.5048
1148.92,1.16489
1149.02,0.743503
1149.12,0.337909
1149.22,0.0414402
1149.32,-999.25
1149.42,0.000207544
1149.52,0.246822
1149.62,0.549676
1149.72,0.794219
1149.82,0.907187
1149.92,0.879004
1150.02,0.743561
1150.12,0.566391
1150.22,0.426719
1150.32,0.414023
1150.42,0.595766
1150.52,0.993385
1150.62,1.60454
1150.72,2.32072
1150.82,2.95108
1150.92,3.3025
1151.02,3.27244
1151.12,2.93038
1151.22,2.42504
1151.32,1.90612
1151.42,1.46971
1151.52,1.2065
1151.62,1.18837
1151.72,1.38115
1151.82,1.71222
1151.92,2.08124
1152.02,2.3724
1152.12,2.52461
1152.22,2.55531
1152.32,2.53342
1152.42,2.53939
1152.52,2.31897
1152.62,1.30476
1152.72,-999.25
1152.82,-999.25
1152.92,-999.25
1153.02,-999.25
1153.12,-999.25
1153.22,-999.25
1153.32,-999.25
1153.42,-999.25
1153.52,0.105074
1153.62,0.309601
1153.72,0.244301
1153.82,0.140181
1153.92,0.0648635
1154.02,0.136418
1154.12,0.454298
1154.22,1.07429
1154.32,1.94627
1154.42,2.853
1154.52,3.52744
1154.62,3.80498
1154.72,3.66468
1154.82,3.20468
1154.92,2.58048
1155.02,1.93023
1155.12,1.34767
1155.22,0.897528
1155.32,0.613824
1155.42,0.482811
1155.52,0.507747
1155.62,0.654575
1155.72,0.796891
1155.82,0.829129
1155.92,0.752846
1156.02,0.643324
1156.12,0.602358
1156.22,0.708364
1156.32,0.965748
1156.42,1.26923
1156.52,1.46981
1156.62,1.46956
1156.72,1.23719
1156.82,0.86661
1156.92,0.531259
1157.02,0.415682
1157.12,0.627524
1157.22,1.15537
1157.32,1.82973
1157.42,2.39688
1157.52,2.64216
1157.62,2.47944
1157.72,1.93389
1157.82,1.19581
1157.92,0.535529
1158.02,0.1792
1158.12,0.198951
1158.22,0.514061
1158.32,0.964351
1158.42,1.40862
1158.52,1.71823
1158.62,1.80517
1158.72,1.6747
1158.82,1.42888
1158.92,1.1892
1159.02,1.052
1159.12,1.06101
1159.22,1.21161
1159.32,1.4596
1159.42,1.76578
1159.52,2.08559
1159.62,2.38619
1159.72,2.60663
1159.82,2.66081
1159.92,2.49148
1160.02,2.15407
1160.12,1.77417
1160.22,1.52388
1160.32,1.49373
1160.42,1.66799
1160.52,1.93345
1160.62,2.19888
1160.72,2.42035
1160.82,2.58378
1160.92,2.64805
1161.02,2.5715
1161.12,2.34435
1161.22,2.01205
1161.32,1.65825
1161.42,1.36729
1161.52,1.17183
1161.62,1.02754
1161.72,0.834074
1161.82,0.575726
1161.92,0.391223
1162.02,0.441182
1162.12,0.761338
1162.22,1.24042
1162.32,1.66609
1162.42,1.83507
1162.52,1.68646
1162.62,1.33011
1162.72,0.906439
1162.82,0.571012
1162.92,0.440043
1163.02,0.501088
1163.12,0.666844
1163.22,0.868434
1163.32,1.03707
1163.42,1.12727
1163.52,1.12132
1163.62,1.02134
1163.72,0.843196
1163.82,0.666937
1163.92,0.566658
1164.02,0.585185
1164.12,0.740642
1164.22,1.00372
1164.32,1.25586
1164.42,1.36375
1164.52,1.26744
1164.62,1.01731
1164.72,0.724444
1164.82,0.547662
1164.92,0.636622
1165.02,1.05336
1165.12,1.69229
1165.22,2.32735
1165.32,2.71579
1165.42,2.72171
1165.52,2.35676
1165.62,1.76507
1165.72,1.13846
1165.82,0.650373
1165.92,0.3839
1166.02,0.318194
1166.12,0.400253
1166.22,0.588911
1166.26,3.14081
1166.36,3.00363
1166.46,2.65953
1166.56,2.13566
1166.66,1.56815
1166.76,1.16085
1166.86,1.0872
1166.96,1.4322
1167.06,2.10719
1167.16,2.83188
1167.26,3.29068
1167.36,3.35153
1167.46,3.06578
1167.56,2.63456
1167.66,2.29666
1167.76,2.17105
1167.86,2.20516
1167.96,2.23057
1168.06,2.13263
1168.16,1.96135
1168.26,1.85141
1168.36,1.9143
1168.46,2.10742
1168.56,2.33005
1168.66,2.5499
1168.76,2.70148
1168.86,2.77847
1168.96,2.81382
1169.06,2.85311
1169.16,2.97382
1169.26,3.20735
1169.36,3.51881
1169.46,3.80229
1169.56,3.986
1169.66,4.04541
1169.76,3.92161
1169.86,3.67025
1169.96,3.39951
1170.06,3.14501
1170.16,2.89109
1170.26,2.58123
1170.36,2.22325
1170.46,1.8799
1170.56,1.65031
1170.66,1.61726
1170.76,1.8178
1170.86,2.21252
1170.96,2.63043
1171.06,2.79307
1171.16,2.46381
1171.26,1.62677
1171.36,0.53762
1171.46,-0.419873
1171.56,-0.938494
1171.66,-0.945011
1171.76,-0.650823
1171.86,-0.358989
1171.96,-0.251967
1172.06,-0.290128
1172.16,-0.253075
1172.26,0.0787571
1172.36,0.740008
1172.46,1.62282
1172.56,2.50224
1172.66,3.18392
1172.76,3.56246
1172.86,3.68308
1172.96,3.61369
1173.06,3.411
1173.16,3.14292
1173.26,2.90632
1173.36,2.80984
1173.46,2.8906
1173.56,3.04549
1173.66,3.20912
1173.76,3.33156
1173.86,3.33664
1173.96,3.15978
1174.06,2.87253
1174.16,2.59318
1174.26,2.33957
1174.36,2.04628
1174.46,1.67485
1174.56,1.25889
1174.66,0.859109
1174.76,0.522807
1174.86,0.324064
1174.96,0.360604
1175.06,0.651454
1175.16,1.08488
1175.26,1.50134
1175.36,1.79948
1175.46,1.9127
1175.56,1.85608
1175.66,1.60365
1175.76,1.06284
1175.86,0.333462
1175.96,-0.443044
1176.06,-1.08595
1176.16,-1.42588
1176.26,-1.34815
1176.36,-0.837995
1176.46,-0.0232617
1176.56,0.91002
1176.66,1.75282
1176.76,2.36198
1176.86,2.78092
1176.96,2.97541
1177.06,2.94943
1177.16,2.79763
1177.26,2.64556
1177.36,2.56736
1177.46,2.56072
1177.56,2.60922
1177.66,2.66781
1177.76,2.68038
1177.86,2.58485
1177.96,2.3675
1178.06,2.10791
1178.16,1.8937
1178.26,1.7811
1178.36,1.78562
1178.46,1.90475
1178.56,2.11809
1178.66,2.36798
1178.76,2.56399
1178.86,2.63637
1178.96,2.55248
1179.06,2.32547
1179.16,2.01162
1179.26,1.77354
1179.36,1.7533
1179.46,1.94007
1179.56,2.17748
1179.66,2.39268
1179.76,2.60694
1179.86,2.80528
1179.96,2.93363
1180.06,2.96253
1180.16,2.8654
1180.26,2.66566
1180.36,2.41433
1180.46,2.22164
1180.56,2.23356
1180.66,2.51234
1180.76,2.92584
1180.86,3.23155
1180.96,3.32824
1181.06,3.21403
1181.16,2.97661
1181.26,2.79738
1181.36,2.83991
1181.46,3.0828
1181.56,3.33805
1181.66,3.39736
1181.76,3.20994
1181.86,2.91973
1181.96,2.75316
1182.06,2.84114
1182.16,3.10951
1182.26,3.25987
1182.36,3.02304
1182.46,2.35471
1182.56,1.48007
1182.66,0.787951
1182.76,0.560375
1182.86,0.802649
1182.96,1.33386
1183.06,1.89546
1183.16,2.26774
1183.26,2.40821
1183.36,2.43397
1183.46,2.42855
1183.56,2.46421
1183.66,2.62944
1183.76,2.91864
1183.86,3.24883
1183.96,3.51698
1184.06,3.63824
1184.16,3.5442
1184.26,3.28436
1184.36,2.96238
1184.46,2.66636
1184.56,2.44508
1184.66,2.29511
1184.76,2.18181
1184.86,2.08532
1184.96,1.98071
1185.06,1.91055
1185.16,1.98153
1185.26,2.23632
1185.36,2.5969
1185.46,2.89276
1185.56,2.93897
1185.66,2.64253
1185.76,2.09412
1185.86,1.50942
1185.96,1.12795
1186.06,1.07212
1186.16,1.27193
1186.26,1.55171
1186.36,1.83778
1186.46,2.1197
1186.56,2.37053
1186.66,2.50784
1186.76,2.4428
1186.86,2.16698
1186.96,1.82
1187.06,1.59314
1187.16,1.5909
1187.26,1.77331
1187.36,1.98049
1187.46,2.09107
1187.56,2.15953
1187.66,2.27204
1187.76,2.41653
1187.86,2.52325
1187.96,2.52272
1188.06,2.35385
1188.16,2.09904
1188.26,1.96145
1188.36,2.06561
1188.46,2.38989
1188.56,2.7553
1188.66,2.99601
1188.76,3.06484
1188.86,3.03219
1188.96,2.98239
1189.06,2.96064
1189.16,2.94695
1189.26,2.90254
1189.36,2.77109
1189.46,2.56671
1189.56,2.33604
1189.66,2.14563
1189.76,2.02915
1189.86,2.04259
1189.96,2.2156
1190.06,2.50078
1190.16,2.78711
1190.26,3.00077
1190.36,3.11366
1190.46,3.11262
1190.56,2.99743
1190.66,2.84343
1190.76,2.70388
1190.86,2.67496
1190.96,2.8099
1191.06,3.06735
1191.16,3.39564
1191.26,3.69058
1191.36,3.81872
1191.46,3.76239
1191.56,3.57073
1191.66,3.31767
1191.76,3.05844
1191.86,2.84306
1191.96,2.62917
1192.06,2.36149
1192.16,2.08298
1192.26,1.84619
1192.36,1.73774
1192.46,1.92044
1192.56,2.42129
1192.66,3.05446
1192.76,3.55178
1192.86,3.69337
1192.96,3.40853
1193.06,2.85677
1193.16,2.34607
1193.26,2.11109
1193.36,2.17166
1193.46,2.34321
1193.56,2.42523
1193.66,2.39415
1193.76,2.38598
1193.86,2.4789
1193.96,2.66309
1194.06,2.84205
1194.16,2.926
1194.26,2.88635
1194.36,2.72712
1194.46,2.51449
1194.56,2.3279
1194.66,2.16077
1194.76,1.96493
1194.86,1.74389
1194.96,1.59499
1195.06,1.57483
1195.16,1.64412
1195.26,1.75817
1195.36,1.85277
1195.46,1.93811
1195.56,2.06968
1195.66,2.31773
1195.76,2.73877
1195.86,3.32814
1195.96,3.93821
1196.06,4.34447
1196.16,4.41919
1196.26,4.2492
1196.36,4.0344
1196.46,3.97716
1196.56,4.09827
1196.66,4.27506
1196.76,4.33906
1196.86,4.17383
1196.96,3.76002
1197.06,3.23583
1197.16,2.82279
1197.26,2.65337
1197.36,2.62526
1197.46,2.58011
1197.56,2.40096
1197.66,2.0976
1197.76,1.78427
1197.86,1.55544
1197.96,1.47148
1198.06,1.60394
1198.16,2.00228
1198.26,2.59306
1198.36,3.24101
1198.46,3.76089
1198.56,3.99169
1198.66,3.92153
1198.76,3.65427
1198.86,3.32871
1198.96,3.1096
1199.06,3.07833
1199.16,3.14138
1199.26,3.06973
1199.36,2.75062
1199.46,2.29243
1199.56,1.92001
1199.66,1.81752
1199.76,1.97645
1199.86,2.24116
1199.96,2.44769
1200.06,2.44639
1200.16,2.14791
1200.26,1.63265
1200.36,1.10899
1200.46,0.730299
1200.56,0.277986
1200.66,-0.784072
1200.76,-2.56361
1200.86,-4.68947
1200.96,-6.39004
1201.06,-6.94811
1201.16,-6.10903
1201.26,-4.14436
1201.36,-1.67769
1201.46,0.552934
1201.56,2.09669
1201.66,2.91948
1201.76,3.28622
1201.86,3.29113
1201.96,3.00559
1202.06,2.61969
1202.16,2.36382
1202.26,2.32894
1202.36,2.46703
1202.46,2.63973
1202.56,2.76524
1202.66,2.90428
1202.76,3.17192
1202.86,3.61956
1202.96,4.11134
1203.06,4.36256
1203.16,4.25851
1203.26,3.92302
1203.36,3.61396
1203.46,3.53569
1203.56,3.72796
1203.66,4.02257
1203.76,4.16067
1203.86,3.98052
1203.96,3.54752
1204.06,3.11997
1204.16,2.92129
1204.26,3.05257
1204.36,3.4385
1204.46,3.88067
1204.56,4.17447
1204.66,4.18312
1204.76,3.94363
1204.86,3.63257
1204.96,3.38669
1205.06,3.25233
1205.16,3.18436
1205.26,3.08477
1205.36,2.89074
1205.46,2.66361
1205.56,2.59144
1205.66,2.79173
1205.76,3.22286
1205.86,3.7059
1205.96,4.02544
1206.06,4.00234
1206.16,3.64392
1206.26,3.0693
1206.36,2.4323
1206.46,1.83545
1206.56,1.30699
1206.66,0.856299
1206.76,0.5443
1206.86,0.438508
1206.96,0.559878
1207.06,0.878046
1207.16,1.29953
1207.26,1.65614
1207.36,1.81685
1207.46,1.77365
1207.56,1.66276
1207.66,1.65196
1207.76,1.85529
1207.86,2.27609
1207.96,2.75726
1208.06,3.1628
1208.16,3.45445
1208.26,3.62504
1208.36,3.70803
1208.46,3.7626
1208.56,3.87625
1208.66,4.10872
1208.76,4.42673
1208.86,4.73017
1208.96,4.86106
1209.06,4.70628
1209.16,4.22135
1209.26,3.47917
1209.36,2.68491
1209.46,2.06987
1209.56,1.69621
1209.66,1.53129
1209.76,1.51957
1209.86,1.72919
1209.96,2.3571
1210.06,3.41523
1210.16,4.64872
1210.26,5.62537
1210.36,5.97769
1210.46,5.59886
1210.56,4.6393
1210.66,3.47575
1210.76,2.61689
1210.86,2.42769
1210.96,2.90104
1211.06,3.66684
1211.16,4.38144
1211.26,4.8888
1211.36,5.14425
1211.46,5.14908
1211.56,4.96464
1211.66,4.66066
1211.76,4.29729
1211.86,3.91324
1211.96,3.63178
1212.06,3.66635
1212.16,4.10464
1212.26,4.78345
1212.36,5.36934
1212.46,5.5881
1212.56,5.35966
1212.66,4.75449
1212.76,3.96114
1212.86,3.18444
1212.96,2.54406
1213.06,2.10532
1213.16,1.86925
1213.26,1.79083
1213.36,1.77148
1213.46,1.72105
1213.56,1.65919
1213.66,1.7397
1213.76,2.08606
1213.86,2.60436
1213.96,2.99546
1214.06,2.98279
1214.16,2.46453
1214.26,1.63602
1214.36,0.885194
1214.46,0.544756
1214.56,0.713836
1214.66,1.20662
1214.76,1.82038
1214.86,2.56263
1214.96,3.6634
1215.06,5.44294
1215.16,8.06921
1215.26,11.3409
1215.36,14.7156
1215.46,17.4753
1215.56,18.9318
1215.66,18.8126
1215.76,17.343
1215.86,15.1214
1215.96,12.7894
1216.06,10.7883
1216.16,9.20333
1216.26,7.89276
1216.36,6.80732
1216.46,5.9987
1216.56,5.4377
1216.66,5.08794
1216.76,4.89006
1216.86,4.8275
1216.96,4.89032
1217.06,5.04045
1217.16,5.2338
1217.26,5.40571
1217.36,5.45029
1217.46,5.24881
1217.56,4.84088
1217.66,4.41146
1217.76,4.11657
